repo_id,repo_name,stars,forks,openrank_25,language,created_at,description,topics,trends
33884891,apache/airflow,41371,15405,323.0,Python,2015-04-13,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows","airflow,apache,apache-airflow,automation,dag,data-engineering,data-integration,data-orchestrator,data-pipelines,data-science,elt,etl,machine-learning,mlops,orchestration,python,scheduler,workflow,workflow-engine,workflow-orchestration","[253, 261, 283, 307, 298, 314, 323]"
153097643,openvinotoolkit/openvino,8668,2676,239.0,C++,2018-10-15,OpenVINO™ is an open source toolkit for optimizing and deploying AI inference,"ai,computer-vision,deep-learning,deploy-ai,diffusion-models,generative-ai,good-first-issue,inference,llm-inference,natural-language-processing,nlp,openvino,optimize-ai,performance-boost,recommendation-system,speech-recognition,stable-diffusion,transformers,yolo","[275, 277, 281, 288, 259, 229, 239]"
671269505,BerriAI/litellm,26829,3717,251.0,Python,2023-07-27,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, Replicate, Groq]","ai-gateway,anthropic,azure-openai,bedrock,gateway,langchain,litellm,llm,llm-gateway,llmops,mcp-gateway,openai,openai-proxy,vertex-ai","[193, 230, 254, 274, 287, 267, 251]"
701547123,open-webui/open-webui,105134,14137,169.0,JavaScript,2023-10-06,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)","ai,llm,llm-ui,llm-webui,llms,mcp,ollama,ollama-webui,open-webui,openai,openapi,rag,self-hosted,ui,webui","[200, 286, 249, 244, 255, 206, 169]"
612354784,ggml-org/llama.cpp,83891,12548,239.0,C++,2023-03-10,LLM inference in C/C++,ggml,"[233, 236, 225, 236, 264, 241, 239]"
71932349,ray-project/ray,38302,6676,274.0,Python,2016-10-25,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,"data-science,deep-learning,deployment,distributed,hyperparameter-optimization,hyperparameter-search,large-language-models,llm,llm-inference,llm-serving,machine-learning,optimization,parallel,python,pytorch,ray,reinforcement-learning,rllib,serving,tensorflow","[212, 223, 236, 236, 241, 263, 274]"
193215554,n8n-io/n8n,126659,38752,281.0,TypeScript,2019-06-22,"Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations.","ai,apis,automation,cli,data-flow,development,integration-framework,integrations,ipaas,low-code,low-code-platform,mcp,mcp-client,mcp-server,n8n,no-code,self-hosted,typescript,workflow,workflow-automation","[159, 197, 233, 262, 274, 280, 281]"
535360445,ultralytics/ultralytics,43974,8585,139.0,Python,2022-09-11,Ultralytics YOLO 🚀,"cli,computer-vision,deep-learning,hub,image-classification,instance-segmentation,machine-learning,object-detection,pose-estimation,python,pytorch,rotated-object-detection,segment-anything,tracking,ultralytics,yolo,yolo-world,yolo11,yolov10,yolov8","[247, 262, 232, 226, 206, 180, 139]"
65711522,PaddlePaddle/Paddle,23102,5775,198.0,C++,2016-08-15,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）,"deep-learning,distributed-training,efficiency,machine-learning,neural-network,paddlepaddle,python,scalability","[242, 215, 209, 205, 199, 217, 198]"
730534580,infiniflow/ragflow,61640,6253,161.0,Python,2023-12-12,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.,"agent,agentic,agentic-ai,agentic-workflow,ai,ai-search,deep-learning,deep-research,deepseek,deepseek-r1,document-parser,document-understanding,graphrag,llm,mcp,multi-agent,ollama,openai,rag,retrieval-augmented-generation","[133, 190, 260, 247, 216, 184, 161]"
463628495,pytorch/executorch,3106,641,208.0,Python,2022-02-25,"On-device AI across mobile, embedded and edge for PyTorch","deep-learning,embedded,gpu,machine-learning,mobile,neural-network,tensor","[177, 199, 213, 204, 210, 207, 208]"
283046497,airbytehq/airbyte,19049,4689,166.0,Python,2020-07-27,"The leading data integration platform for ETL / ELT data pipelines from APIs, databases & files to data warehouses, data lakes & data lakehouses. Both self-hosted and Cloud-hosted.","bigquery,change-data-capture,data,data-analysis,data-collection,data-engineering,data-integration,data-pipeline,elt,etl,java,mssql,mysql,pipeline,postgresql,python,redshift,s3,self-hosted,snowflake","[215, 208, 201, 189, 194, 176, 166]"
200722670,NVIDIA/NeMo,15300,3032,149.0,Python,2019-08-05,"A scalable generative AI framework built for researchers and developers working on Large Language Models, Multimodal, and Speech AI (Automatic Speech Recognition and Text-to-Speech)","asr,deeplearning,generative-ai,large-language-models,machine-translation,multimodal,neural-networks,speaker-diariazation,speaker-recognition,speech-synthesis,speech-translation,tts","[184, 186, 191, 212, 223, 184, 149]"
156939672,microsoft/onnxruntime,17407,3377,190.0,C++,2018-11-10,"ONNX Runtime: cross-platform, high performance ML inferencing and training accelerator","ai-framework,deep-learning,hardware-acceleration,machine-learning,neural-networks,onnx,pytorch,scikit-learn,tensorflow","[204, 197, 197, 205, 185, 170, 190]"
214587193,supabase/supabase,86533,9388,178.0,TypeScript,2019-10-12,"The Postgres development platform. Supabase gives you a dedicated Postgres database to build your web, mobile, and AI applications.","ai,alternative,auth,database,deno,embeddings,example,firebase,nextjs,oauth2,pgvector,postgis,postgres,postgresql,postgrest,realtime,supabase,vectors,websockets","[187, 195, 187, 188, 191, 179, 178]"
862449441,stackblitz/bolt.new,15454,13378,22.0,TypeScript,2024-09-24,"Prompt, run, edit, and deploy full-stack web applications. -- bolt.new -- Help Center: https://support.bolt.new/ -- Community Support: https://discord.com/invite/stackblitz","ai-playground,anthropic,chatbot,webcontainers-api","[233, 219, 214, 194, 178, 82, 22]"
17165658,apache/spark,41604,28717,165.0,Scala,2014-02-25,Apache Spark - A unified analytics engine for large-scale data processing,"big-data,java,jdbc,python,r,scala,spark,sql","[221, 210, 192, 174, 165, 162, 165]"
644686905,continuedev/continue,28087,3274,134.0,TypeScript,2023-05-24,"⏩ Create, share, and use custom AI code assistants with our open-source IDE extensions and hub of rules, tools, and models","ai,chatgpt,copilot,developer-tools,intellij,jetbrains,llm,open-source,openai,pycharm,software-development,visual-studio-code,vscode","[143, 166, 175, 179, 180, 146, 134]"
599320067,langflow-ai/langflow,95122,7251,143.0,Python,2023-02-08,Langflow is a powerful tool for building and deploying AI-powered agents and workflows.,"agents,chatgpt,generative-ai,large-language-models,multiagent,react-flow","[171, 169, 160, 164, 160, 151, 143]"
826170402,elizaOS/eliza,16537,5290,60.0,TypeScript,2024-07-09,Autonomous agents for everyone,"agent,agentic,ai,autonomous,chatbot,crypto,discord,eliza,elizaos,framework,plugins,rag,slack,swarm,telegram","[293, 229, 163, 113, 88, 76, 60]"
643445235,lobehub/lobe-chat,64080,13314,105.0,TypeScript,2023-05-21,"🤯 Lobe Chat - an open-source, modern design AI chat framework. Supports multiple AI providers (OpenAI / Claude 4 / Gemini / DeepSeek / Ollama / Qwen), Knowledge Base (file upload / RAG ), one click install MCP Marketplace and Artifacts / Thinking. One-click FREE deployment of your private AI Agent application.","agent,ai,artifacts,chat,chatgpt,claude,deepseek,deepseek-r1,function-calling,gemini,gpt,knowledge-base,mcp,nextjs,ollama,openai,rag","[125, 204, 186, 166, 144, 113, 105]"
824874689,cline/cline,48658,6532,181.0,TypeScript,2024-07-06,"Autonomous coding agent right in your IDE, capable of creating/editing files, executing commands, using the browser, and more with your permission every step of the way.",,"[109, 133, 147, 163, 184, 175, 181]"
208728772,milvus-io/milvus,36351,3331,142.0,Go,2019-09-16,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search","anns,cloud-native,diskann,distributed,embedding-database,embedding-similarity,embedding-store,faiss,golang,hnsw,image-search,llm,nearest-neighbor-search,rag,vector-database,vector-search,vector-similarity,vector-store","[162, 154, 154, 152, 145, 134, 142]"
589831718,comfyanonymous/ComfyUI,84372,9354,115.0,Python,2023-01-17,"The most powerful and modular diffusion model GUI, api and backend with a graph/nodes interface.","ai,python,pytorch,stable-diffusion","[153, 149, 144, 162, 161, 127, 115]"
679366051,NVIDIA/TensorRT-LLM,11219,1645,295.0,C++,2023-08-16,TensorRT-LLM provides users with an easy-to-use Python API to define Large Language Models (LLMs) and support state-of-the-art optimizations to perform inference efficiently on NVIDIA GPUs. TensorRT-LLM also contains components to create Python and C++ runtimes that orchestrate the inference execution in performant way.,"blackwell,cuda,llm-serving,moe,pytorch","[69, 60, 92, 162, 211, 249, 295]"
552661142,langchain-ai/langchain,112864,18447,95.0,Jupyter Notebook,2022-10-17,🦜🔗 Build context-aware reasoning applications,"ai,anthropic,gemini,langchain,llm,openai,python","[186, 170, 143, 137, 103, 91, 95]"
498011141,huggingface/diffusers,30069,6173,99.0,Python,2022-05-30,"🤗 Diffusers: State-of-the-art diffusion models for image, video, and audio generation in PyTorch and FLAX.","deep-learning,diffusion,flax,flux,hacktoberfest,image-generation,image2image,image2video,jax,latent-diffusion-models,pytorch,score-based-generative-modeling,stable-diffusion,stable-diffusion-diffusers,text2image,text2video,video2video","[160, 145, 122, 136, 121, 109, 99]"
937253475,anthropics/claude-code,27850,1562,417.0,PowerShell,2025-02-22,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code, and handling git workflows - all through natural language commands.",,"[54, 109, 105, 144, 244, 417]"
158256479,apache/iceberg,7783,2704,132.0,Java,2018-11-19,Apache Iceberg,"apache,hacktoberfest,iceberg","[124, 130, 122, 132, 139, 133, 132]"
771302083,All-Hands-AI/OpenHands,61700,7333,132.0,Python,2024-03-13,"🙌 OpenHands: Code Less, Make More","agent,artificial-intelligence,chatgpt,claude-ai,cli,developer-tools,gpt,llm,openai","[120, 127, 118, 131, 139, 135, 132]"
646410686,hiyouga/LLaMA-Factory,55513,6812,85.0,Python,2023-05-28,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024),"agent,ai,deepseek,fine-tuning,gemma,gpt,instruction-tuning,large-language-models,llama,llama3,llm,lora,moe,nlp,peft,qlora,quantization,qwen,rlhf,transformers","[125, 128, 138, 141, 128, 96, 85]"
881221486,volcengine/verl,11805,1997,193.0,Python,2024-10-31,verl: Volcano Engine Reinforcement Learning for LLMs,,"[21, 60, 112, 159, 176, 179, 193]"
334274271,opensearch-project/OpenSearch,11279,2319,118.0,Java,2021-01-29,🔎 Open source distributed and RESTful search engine.,"analytics,apache2,foss,java,search,search-engine","[115, 115, 109, 123, 125, 122, 118]"
391740664,open-metadata/OpenMetadata,7230,1348,115.0,TypeScript,2021-08-01,"OpenMetadata is a unified metadata platform for data discovery, data observability, and data governance powered by a central metadata repository, in-depth column level lineage, and seamless team collaboration.","data-catalog,data-collaboration,data-contracts,data-discovery,data-governance,data-lineage,data-observability,data-profiling,data-quality,data-quality-checks,data-science,data-validation,datadiscovery,dataengineering,dataquality,dbt,metadata,metadata-management,snowflake","[120, 116, 118, 118, 118, 112, 115]"
23496542,triton-lang/triton,16380,2158,122.0,MLIR,2014-08-30,Development repository for the Triton language and compiler,,"[113, 116, 114, 114, 118, 122, 122]"
644461337,vercel/ai,16320,2675,145.0,TypeScript,2023-05-23,"The AI Toolkit for TypeScript. From the creators of Next.js, the AI SDK is a free open-source library for building AI-powered applications and agents ","anthropic,artificial-intelligence,gemini,generative-ai,generative-ui,javascript,language-model,llm,nextjs,openai,react,svelte,typescript,vercel,vue","[92, 112, 117, 133, 123, 114, 145]"
560704231,run-llama/llama_index,43500,6253,86.0,Python,2022-11-02,LlamaIndex is the leading framework for building LLM-powered agents over your data.,"agents,application,data,fine-tuning,framework,llamaindex,llm,multi-agents,rag,vector-database","[135, 121, 114, 110, 105, 103, 86]"
673412924,modelscope/ms-swift,9063,794,113.0,Python,2023-08-01,"Use PEFT or Full-parameter to CPT/SFT/DPO/GRPO 500+ LLMs (Qwen3, Qwen3-MoE, Llama4, GLM4.5, InternLM3, DeepSeek-R1, ...) and 200+ MLLMs (Qwen2.5-VL, Qwen2.5-Omni, Qwen2-Audio, Ovis2, InternVL3, Llava, GLM4v, Phi4, ...) (AAAI 2025).","deepseek-r1,deploy,embedding,grpo,internvl,liger,llama,llama4,llm,lora,megatron,multimodal,omni,open-r1,peft,qwen2-vl,qwen3,qwen3-moe,rft,sft","[86, 100, 120, 128, 135, 119, 113]"
725205304,unslothai/unsloth,43178,3471,92.0,Python,2023-11-29,"Fine-tuning & Reinforcement Learning for LLMs. 🦥 Train Qwen3, Llama 4, DeepSeek-R1, Gemma 3, TTS 2x faster with 70% less VRAM.","agent,ai,deepseek,deepseek-r1,fine-tuning,gemma,gemma3,llama,llama3,llm,llms,lora,mistral,openai,pytorch,qwen,qwen3,text-to-speech,tts,unsloth","[66, 106, 134, 134, 117, 101, 92]"
638629097,Aider-AI/aider,36331,3343,50.0,Python,2023-05-09,aider is AI pair programming in your terminal,"anthropic,chatgpt,claude-3,cli,command-line,gemini,gpt-3,gpt-35-turbo,gpt-4,gpt-4o,llama,openai,sonnet","[128, 128, 116, 110, 99, 73, 50]"
607289185,microsoft/semantic-kernel,25655,4100,77.0,C#,2023-02-27,Integrate cutting-edge LLM technology quickly and easily into your apps,"ai,artificial-intelligence,llm,openai,sdk","[91, 98, 105, 116, 119, 102, 77]"
958830659,google/adk-python,11477,1576,109.0,Python,2025-04-01,"An open-source, code-first Python toolkit for building, evaluating, and deploying sophisticated AI agents with flexibility and control.","agent,agentic,agentic-ai,agents,agents-sdk,ai,ai-agents,aiagentframework,genai,genai-chatbot,llm,llms,multi-agent,multi-agent-systems,multi-agents,multi-agents-collaboration","[73, 119, 118, 109]"
846698999,block/goose,18122,1541,139.0,Rust,2024-08-23,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM",,"[71, 93, 98, 110, 118, 126, 139]"
881458615,browser-use/browser-use,66952,7724,97.0,Python,2024-10-31,🌐 Make websites accessible for AI agents. Automate tasks online with ease.,"ai-agents,ai-tools,browser-automation,browser-use,llm,playwright,python","[64, 95, 111, 115, 113, 96, 97]"
818331198,pydantic/pydantic-ai,11416,1093,97.0,Python,2024-06-21,Agent Framework / shim to use Pydantic with LLMs,"agent-framework,llms,pydantic,python","[84, 85, 94, 113, 114, 104, 97]"
204086862,streamlit/streamlit,40751,3634,84.0,Python,2019-08-24,Streamlit — A faster way to build and share data apps.,"data-analysis,data-science,data-visualization,deep-learning,developer-tools,machine-learning,python,streamlit","[97, 101, 99, 104, 102, 91, 84]"
46398090,datahub-project/datahub,10908,3178,102.0,Java,2015-11-18,The Metadata Platform for your Data and AI Stack,"data-catalog,data-discovery,data-governance,datahub,metadata","[91, 95, 96, 101, 106, 100, 102]"
154739597,jax-ml/jax,33002,3121,87.0,Python,2018-10-25,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more",jax,"[100, 102, 101, 101, 93, 85, 87]"
136202695,mlflow/mlflow,21449,4730,100.0,Python,2018-06-05,"The open source developer platform to build AI/LLM applications and models with confidence. Enhance your AI applications with end-to-end tracking, observability, and evaluations, all in one integrated platform.","agentops,agents,ai,ai-governance,apache-spark,evaluation,langchain,llm-evaluation,llmops,machine-learning,ml,mlflow,mlops,model-management,observability,open-source,openai,prompt-engineering","[90, 93, 94, 105, 104, 97, 100]"
488641606,agno-agi/agno,31212,3965,106.0,Python,2022-05-04,"Full-stack framework for building Multi-Agent Systems with memory, knowledge and reasoning.","agents,agi,ai,developer-tools,framework,python","[65, 82, 95, 107, 111, 103, 106]"
680120071,microsoft/autogen,48256,7369,52.0,Python,2023-08-18,A programming framework for agentic AI 🤖 PyPi: autogen-agentchat Discord: https://aka.ms/autogen-discord Office Hour: https://aka.ms/autogen-officehour,"agentic,agentic-agi,agents,ai,autogen,autogen-ecosystem,chatgpt,framework,llm-agent,llm-framework","[100, 116, 103, 91, 82, 64, 52]"
600596928,danny-avila/LibreChat,28706,5251,93.0,TypeScript,2023-02-12,"Enhanced ChatGPT Clone: Features Agents, DeepSeek, Anthropic, AWS, OpenAI, Responses API, Azure, Groq, o1, GPT-4o, Mistral, OpenRouter, Vertex AI, Gemini, Artifacts, AI model switching, message search, Code Interpreter, langchain, DALL-E-3, OpenAPI Actions, Functions, Secure Multi-User Auth, Presets, open-source for self-hosting. Active project.","ai,anthropic,artifacts,aws,azure,chatgpt,chatgpt-clone,claude,clone,dall-e-3,deepseek,gemini,google,librechat,o1,openai,plugins,responses-api,vision,webui","[75, 86, 92, 98, 103, 97, 93]"
942206898,ai-dynamo/dynamo,4642,512,140.0,Rust,2025-03-03,A Datacenter Scale Distributed Inference Serving Framework,,"[39, 88, 110, 127, 140]"
676672661,langchain-ai/langgraph,16775,2870,101.0,Python,2023-08-09,Build resilient language agents as graphs.,,"[96, 91, 79, 84, 98, 95, 101]"
162405963,gradio-app/gradio,39322,3012,72.0,Python,2018-12-19,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!","data-analysis,data-science,data-visualization,deep-learning,deploy,gradio,gradio-interface,hacktoberfest,interface,machine-learning,models,python,python-notebook,ui,ui-components","[99, 92, 88, 90, 83, 73, 72]"
659402878,spring-projects/spring-ai,6329,1759,87.0,Java,2023-06-27,An Application Framework for AI Engineering,"artificial-intelligence,java,spring-ai","[61, 64, 69, 103, 122, 98, 87]"
291438522,siyuan-note/siyuan,36383,2258,65.0,TypeScript,2020-08-30,"A privacy-first, self-hosted, fully open source personal knowledge management software, written in typescript and golang.","anki,chatgpt,deepseek,electron,evernote,knowledge-base,local-first,markdown,note-taking,notes-app,notion,obsidian,ocr,ollama,openai,pdf,s3,self-hosted,webdav","[101, 90, 86, 86, 75, 75, 65]"
76474200,apache/hudi,5895,2430,65.0,Java,2016-12-14,"Upserts, Deletes And Incremental Processing on Big Data.","apacheflink,apachehudi,apachespark,bigdata,data-integration,datalake,hudi,incremental-processing,stream-processing","[85, 84, 91, 90, 84, 74, 65]"
707441527,livekit/agents,6961,1128,91.0,Python,2023-10-19,A powerful framework for building realtime voice AI agents 🤖🎙️📹 ,"agents,ai,openai,real-time,video,voice","[57, 64, 81, 98, 105, 96, 91]"
605673387,labring/FastGPT,25366,6506,50.0,TypeScript,2023-02-23,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration.","agent,claude,deepseek,llm,mcp,nextjs,openai,qwen,rag,workflow","[74, 86, 101, 94, 79, 63, 50]"
839037098,mastra-ai/mastra,15510,980,135.0,TypeScript,2024-08-06,"The TypeScript AI agent framework. ⚡ Assistants, RAG, observability. Supports any LLM: GPT-4, Claude, Gemini, Llama.","agents,ai,chatbots,evals,javascript,llm,mcp,nextjs,nodejs,reactjs,tts,typescript,workflows","[26, 47, 79, 98, 115, 125, 135]"
843222,scikit-learn/scikit-learn,62888,26103,84.0,Python,2010-08-17,scikit-learn: machine learning in Python,"data-analysis,data-science,machine-learning,python,statistics","[80, 73, 78, 82, 89, 91, 84]"
890668799,modelcontextprotocol/servers,62815,7304,66.0,TypeScript,2024-11-19,Model Context Protocol Servers,,"[51, 38, 88, 114, 107, 81, 66]"
833984877,kvcache-ai/ktransformers,14782,1057,34.0,Python,2024-07-26,A Flexible Framework for Experiencing Cutting-edge LLM Inference Optimizations,,"[4, 138, 108, 102, 76, 50, 34]"
607845880,AI-Hypercomputer/maxtext,1849,394,83.0,Python,2023-02-28,"A simple, performant and scalable Jax LLM!","deepseek,fine-tuning,gemma2,gemma3,gpt,jax,large-language-models,llama2,llama3,llama4,llm,mistral,mixtral,sft","[57, 73, 86, 89, 85, 89, 83]"
139199684,PrefectHQ/prefect,19942,1901,44.0,Python,2018-06-29,Prefect is a workflow orchestration framework for building resilient data pipelines in Python.,"automation,data,data-engineering,data-ops,data-science,infrastructure,ml-ops,observability,orchestration,pipeline,prefect,python,workflow,workflow-engine","[101, 98, 92, 76, 65, 45, 44]"
86031674,wandb/wandb,10184,763,74.0,Python,2017-03-24,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation to production.","ai,collaboration,data-science,data-versioning,deep-learning,experiment-track,hyperparameter-optimization,hyperparameter-search,hyperparameter-tuning,jax,keras,machine-learning,ml-platform,mlops,model-versioning,pytorch,reinforcement-learning,reproducibility,tensorflow","[92, 85, 74, 76, 74, 79, 74]"
631431061,apache/gravitino,1728,541,78.0,Java,2023-04-23,"World's most powerful open data catalog for building a high-performance, geo-distributed and federated metadata lake.","ai-catalog,data-catalog,datalake,federated-query,lakehouse,metadata,metalake,model-catalog,opendatacatalog,skycomputing,stratosphere","[92, 84, 78, 79, 71, 71, 78]"
447060287,apache/paimon,2914,1196,68.0,Java,2022-01-12,Apache Paimon is a lake format that enables building a Realtime Lakehouse Architecture with Flink and Spark for both streaming and batch operations.,"big-data,data-ingestion,flink,paimon,real-time-analytics,spark,streaming-datalake,table-store","[82, 82, 79, 83, 76, 65, 68]"
1005970753,mannaandpoem/OpenManus,81,20,,,2025-06-21,,,[164]
842586148,yetone/avante.nvim,15439,693,60.0,Lua,2024-08-14,Use your Neovim like using Cursor AI IDE!,,"[57, 75, 89, 79, 81, 79, 60]"
208145128,iree-org/iree,3268,737,83.0,C++,2019-09-12,A retargetable MLIR-based machine learning compiler and runtime toolkit.,"compiler,cuda,jax,machine-learning,mlir,onnx,pytorch,runtime,spirv,tensorflow,vulkan","[83, 80, 74, 75, 73, 78, 83]"
678526156,marimo-team/marimo,15068,623,82.0,Python,2023-08-14,"A reactive notebook for Python — run reproducible experiments, query with SQL, execute as a script, deploy as an app, and version with git. All in a modern, AI-native editor.","artificial-intelligence,dag,data-science,data-visualization,dataflow,developer-tools,machine-learning,notebooks,pipeline,python,reactive,sql,web-app","[62, 65, 73, 83, 85, 86, 82]"
192640529,HumanSignal/label-studio,24041,2959,79.0,JavaScript,2019-06-19,Label Studio is a multi-type data labeling and annotation tool with standardized output format,"annotation,annotation-tool,annotations,boundingbox,computer-vision,data-labeling,dataset,datasets,deep-learning,image-annotation,image-classification,image-labeling,image-labelling-tool,label-studio,labeling,labeling-tool,mlops,semantic-segmentation,text-annotation,yolo","[71, 68, 69, 76, 80, 82, 79]"
642497346,langfuse/langfuse,14616,1341,76.0,TypeScript,2023-05-18,"🪢 Open source LLM engineering platform: LLM Observability, metrics, evals, prompt management, playground, datasets. Integrates with OpenTelemetry, Langchain, OpenAI SDK, LiteLLM, and more. 🍊YC W23 ","analytics,autogen,evaluation,langchain,large-language-models,llama-index,llm,llm-evaluation,llm-observability,llmops,monitoring,observability,open-source,openai,playground,prompt-engineering,prompt-management,self-hosted,ycombinator","[68, 73, 77, 77, 72, 70, 76]"
634043200,modular/modular,24590,2680,98.0,Mojo,2023-04-28,The Modular Platform (includes MAX & Mojo),"ai,language,machine-learning,max,modular,mojo,programming-language","[64, 59, 59, 75, 91, 90, 98]"
55072677,weaviate/weaviate,14098,1023,68.0,Go,2016-03-30,"Weaviate is an open-source vector database that stores both objects and vectors, allowing for the combination of vector search with structured filtering with the fault tolerance and scalability of a cloud-native database​.","approximate-nearest-neighbor-search,generative-search,grpc,hnsw,hybrid-search,image-search,information-retrieval,mlops,nearest-neighbor-search,neural-search,recommender-system,search-engine,semantic-search,semantic-search-engine,similarity-search,vector-database,vector-search,vector-search-engine,vectors,weaviate","[72, 74, 72, 74, 77, 69, 68]"
710601088,crewAIInc/crewAI,35260,4716,55.0,Python,2023-10-27,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI empowers agents to work together seamlessly, tackling complex tasks.","agents,ai,ai-agents,aiagentframework,llms","[70, 81, 80, 73, 72, 56, 55]"
691347156,1Panel-dev/MaxKB,17523,2278,55.0,Python,2023-09-14,🔥 MaxKB is an open-source platform for building enterprise-grade agents.  MaxKB 是强大易用的开源企业级智能体平台。,"agent,agentic-ai,chatbot,deepseek-r1,knowledgebase,langchain,llama3,llm,maxkb,mcp-server,ollama,pgvector,qwen3,rag","[54, 80, 81, 80, 71, 59, 55]"
296416761,NVIDIA/cccl,1820,247,69.0,C++,2020-09-17,CUDA Core Compute Libraries,"accelerated-computing,cpp,cpp-programming,cuda,cuda-cpp,cuda-kernels,cuda-library,cuda-programming,gpu,gpu-acceleration,gpu-computing,gpu-programming,hpc,modern-cpp,nvidia,nvidia-gpu,parallel-algorithm,parallel-computing,parallel-programming","[64, 68, 71, 76, 74, 71, 69]"
